province;red;green;blue;x;x
2560;205;118;190;THRNINSIXTHR;x
2561;6;121;1;FOZERZERZER;x
2562;38;121;4;FOZERZERONE;x
2563;70;121;7;FOZERZERTWO;x
2564;102;121;10;FOZERZERTHR;x
2565;134;121;13;FOZERZERFO;x
2566;166;121;16;FOZERZERFIV;x
2567;198;121;19;FOZERZERSIX;x
2568;230;121;22;FOZERZERSEV;x
2569;7;121;25;FOZERZEREIG;x
2570;39;121;28;FOZERZERNIN;x
2571;71;121;31;FOZERONEZER;x
2572;103;121;34;FOZERONEONE;x
2573;135;121;37;FOZERONETWO;x
2574;167;121;40;FOZERONETHR;x
2575;199;121;43;FOZERONEFO;x
2576;231;121;46;FOZERONEFIV;x
2577;8;121;49;FOZERONESIX;x
2578;40;121;52;FOZERONESEV;x
2579;72;121;55;FOZERONEEIG;x
2580;104;121;58;FOZERONENIN;x
2581;136;121;61;FOZERTWOZER;x
2582;168;121;64;FOZERTWOONE;x
2583;200;121;67;FOZERTWOTWO;x
2584;232;121;70;FOZERTWOTHR;x
2585;9;121;73;FOZERTWOFO;x
2586;41;121;76;FOZERTWOFIV;x
2587;73;121;79;FOZERTWOSIX;x
2588;105;121;82;FOZERTWOSEV;x
2589;137;121;85;FOZERTWOEIG;x
2590;169;121;88;FOZERTWONIN;x
2591;201;121;91;FOZERTHRZER;x
2592;233;121;94;FOZERTHRONE;x
2593;10;121;97;FOZERTHRTWO;x
2594;42;121;100;FOZERTHRTHR;x
2595;74;121;103;FOZERTHRFO;x
2596;106;121;106;FOZERTHRFIV;x
2597;138;121;109;FOZERTHRSIX;x
2598;170;121;112;FOZERTHRSEV;x
2599;202;121;115;FOZERTHREIG;x
2600;234;121;118;FOZERTHRNIN;x
2601;11;121;121;FOZERFOZER;x
2602;43;121;124;FOZERFOONE;x
2603;75;121;127;FOZERFOTWO;x
2604;107;121;130;FOZERFOTHR;x
2605;139;121;133;FOZERFOFO;x
2606;171;121;136;FOZERFOFIV;x
2607;203;121;139;FOZERFOSIX;x
2608;235;121;142;FOZERFOSEV;x
2609;12;121;145;FOZERFOEIG;x
2610;44;121;148;FOZERFONIN;x
2611;76;121;151;FOZERFIVZER;x
2612;108;121;154;FOZERFIVONE;x
2613;140;121;157;FOZERFIVTWO;x
2614;172;121;160;FOZERFIVTHR;x
2615;204;121;163;FOZERFIVFO;x
2616;236;121;166;FOZERFIVFIV;x
2617;13;121;169;FOZERFIVSIX;x
2618;45;121;172;FOZERFIVSEV;x
2619;77;121;175;FOZERFIVEIG;x
2620;109;121;178;FOZERFIVNIN;x
2621;141;121;181;FOZERSIXZER;x
2622;173;121;184;FOZERSIXONE;x
2623;205;121;187;FOZERSIXTWO;x
2624;237;121;190;FOZERSIXTHR;x
2625;38;124;1;FOONEZERZER;x
2626;70;124;4;FOONEZERONE;x
2627;102;124;7;FOONEZERTWO;x
2628;134;124;10;FOONEZERTHR;x
2629;166;124;13;FOONEZERFO;x
2630;198;124;16;FOONEZERFIV;x
2631;230;124;19;FOONEZERSIX;x
2632;7;124;22;FOONEZERSEV;x
2633;39;124;25;FOONEZEREIG;x
2634;71;124;28;FOONEZERNIN;x
2635;103;124;31;FOONEONEZER;x
2636;135;124;34;FOONEONEONE;x
2637;167;124;37;FOONEONETWO;x
2638;199;124;40;FOONEONETHR;x
2639;231;124;43;FOONEONEFO;x
2640;8;124;46;FOONEONEFIV;x
2641;40;124;49;FOONEONESIX;x
2642;72;124;52;FOONEONESEV;x
2643;104;124;55;FOONEONEEIG;x
2644;136;124;58;FOONEONENIN;x
2645;168;124;61;FOONETWOZER;x
2646;200;124;64;FOONETWOONE;x
2647;232;124;67;FOONETWOTWO;x
2648;9;124;70;FOONETWOTHR;x
2649;41;124;73;FOONETWOFO;x
2650;73;124;76;FOONETWOFIV;x
2651;105;124;79;FOONETWOSIX;x
2652;137;124;82;FOONETWOSEV;x
2653;169;124;85;FOONETWOEIG;x
2654;201;124;88;FOONETWONIN;x
2655;233;124;91;FOONETHRZER;x
2656;10;124;94;FOONETHRONE;x
2657;42;124;97;FOONETHRTWO;x
2658;74;124;100;FOONETHRTHR;x
2659;106;124;103;FOONETHRFO;x
2660;138;124;106;FOONETHRFIV;x
2661;170;124;109;FOONETHRSIX;x
2662;202;124;112;FOONETHRSEV;x
2663;234;124;115;FOONETHREIG;x
2664;11;124;118;FOONETHRNIN;x
2665;43;124;121;FOONEFOZER;x
2666;75;124;124;FOONEFOONE;x
2667;107;124;127;FOONEFOTWO;x
2668;139;124;130;FOONEFOTHR;x
2669;171;124;133;FOONEFOFO;x
2670;203;124;136;FOONEFOFIV;x
2671;235;124;139;FOONEFOSIX;x
2672;12;124;142;FOONEFOSEV;x
2673;44;124;145;FOONEFOEIG;x
2674;76;124;148;FOONEFONIN;x
2675;108;124;151;FOONEFIVZER;x
2676;140;124;154;FOONEFIVONE;x
2677;172;124;157;FOONEFIVTWO;x
2678;204;124;160;FOONEFIVTHR;x
2679;236;124;163;FOONEFIVFO;x
2680;13;124;166;FOONEFIVFIV;x
2681;45;124;169;FOONEFIVSIX;x
2682;77;124;172;FOONEFIVSEV;x
2683;109;124;175;FOONEFIVEIG;x
2684;141;124;178;FOONEFIVNIN;x
2685;173;124;181;FOONESIXZER;x
2686;205;124;184;FOONESIXONE;x
2687;237;124;187;FOONESIXTWO;x
2688;14;124;190;FOONESIXTHR;x
2689;70;127;1;FOTWOZERZER;x
2690;102;127;4;FOTWOZERONE;x
2691;134;127;7;FOTWOZERTWO;x
2692;166;127;10;FOTWOZERTHR;x
2693;198;127;13;FOTWOZERFO;x
2694;230;127;16;FOTWOZERFIV;x
2695;7;127;19;FOTWOZERSIX;x
2696;39;127;22;FOTWOZERSEV;x
2697;71;127;25;FOTWOZEREIG;x
2698;103;127;28;FOTWOZERNIN;x
2699;135;127;31;FOTWOONEZER;x
2700;167;127;34;FOTWOONEONE;x
2701;199;127;37;FOTWOONETWO;x
2702;231;127;40;FOTWOONETHR;x
2703;8;127;43;FOTWOONEFO;x
2704;40;127;46;FOTWOONEFIV;x
2705;72;127;49;FOTWOONESIX;x
2706;104;127;52;FOTWOONESEV;x
2707;136;127;55;FOTWOONEEIG;x
2708;168;127;58;FOTWOONENIN;x
2709;200;127;61;FOTWOTWOZER;x
2710;232;127;64;FOTWOTWOONE;x
2711;9;127;67;FOTWOTWOTWO;x
2712;41;127;70;FOTWOTWOTHR;x
2713;73;127;73;FOTWOTWOFO;x
2714;105;127;76;FOTWOTWOFIV;x
2715;137;127;79;FOTWOTWOSIX;x
2716;169;127;82;FOTWOTWOSEV;x
2717;201;127;85;FOTWOTWOEIG;x
2718;233;127;88;FOTWOTWONIN;x
2719;10;127;91;FOTWOTHRZER;x
2720;42;127;94;FOTWOTHRONE;x
2721;74;127;97;FOTWOTHRTWO;x
2722;106;127;100;FOTWOTHRTHR;x
2723;138;127;103;FOTWOTHRFO;x
2724;170;127;106;FOTWOTHRFIV;x
2725;202;127;109;FOTWOTHRSIX;x
2726;234;127;112;FOTWOTHRSEV;x
2727;11;127;115;FOTWOTHREIG;x
2728;43;127;118;FOTWOTHRNIN;x
2729;75;127;121;FOTWOFOZER;x
2730;107;127;124;FOTWOFOONE;x
2731;139;127;127;FOTWOFOTWO;x
2732;171;127;130;FOTWOFOTHR;x
2733;203;127;133;FOTWOFOFO;x
2734;235;127;136;FOTWOFOFIV;x
2735;12;127;139;FOTWOFOSIX;x
2736;44;127;142;FOTWOFOSEV;x
2737;76;127;145;FOTWOFOEIG;x
2738;108;127;148;FOTWOFONIN;x
2739;140;127;151;FOTWOFIVZER;x
2740;172;127;154;FOTWOFIVONE;x
2741;204;127;157;FOTWOFIVTWO;x
2742;236;127;160;FOTWOFIVTHR;x
2743;13;127;163;FOTWOFIVFO;x
2744;45;127;166;FOTWOFIVFIV;x
2745;77;127;169;FOTWOFIVSIX;x
2746;109;127;172;FOTWOFIVSEV;x
2747;141;127;175;FOTWOFIVEIG;x
2748;173;127;178;FOTWOFIVNIN;x
2749;205;127;181;FOTWOSIXZER;x
2750;237;127;184;FOTWOSIXONE;x
2751;14;127;187;FOTWOSIXTWO;x
2752;46;127;190;FOTWOSIXTHR;x
2753;102;130;1;FOTHRZERZER;x
2754;134;130;4;FOTHRZERONE;x
2755;166;130;7;FOTHRZERTWO;x
2756;198;130;10;FOTHRZERTHR;x
2757;230;130;13;FOTHRZERFO;x
2758;7;130;16;FOTHRZERFIV;x
2759;39;130;19;FOTHRZERSIX;x
2760;71;130;22;FOTHRZERSEV;x
2761;103;130;25;FOTHRZEREIG;x
2762;135;130;28;FOTHRZERNIN;x
2763;167;130;31;FOTHRONEZER;x
2764;199;130;34;FOTHRONEONE;x
2765;231;130;37;FOTHRONETWO;x
2766;8;130;40;FOTHRONETHR;x
2767;40;130;43;FOTHRONEFO;x
2768;72;130;46;FOTHRONEFIV;x
2769;104;130;49;FOTHRONESIX;x
2770;136;130;52;FOTHRONESEV;x
2771;168;130;55;FOTHRONEEIG;x
2772;200;130;58;FOTHRONENIN;x
2773;232;130;61;FOTHRTWOZER;x
2774;9;130;64;FOTHRTWOONE;x
2775;41;130;67;FOTHRTWOTWO;x
2776;73;130;70;FOTHRTWOTHR;x
2777;105;130;73;FOTHRTWOFO;x
2778;137;130;76;FOTHRTWOFIV;x
2779;169;130;79;FOTHRTWOSIX;x
2780;201;130;82;FOTHRTWOSEV;x
2781;233;130;85;FOTHRTWOEIG;x
2782;10;130;88;FOTHRTWONIN;x
2783;42;130;91;FOTHRTHRZER;x
2784;74;130;94;FOTHRTHRONE;x
2785;106;130;97;FOTHRTHRTWO;x
2786;138;130;100;FOTHRTHRTHR;x
2787;170;130;103;FOTHRTHRFO;x
2788;202;130;106;FOTHRTHRFIV;x
2789;234;130;109;FOTHRTHRSIX;x
2790;11;130;112;FOTHRTHRSEV;x
2791;43;130;115;FOTHRTHREIG;x
2792;75;130;118;FOTHRTHRNIN;x
2793;107;130;121;FOTHRFOZER;x
2794;139;130;124;FOTHRFOONE;x
2795;171;130;127;FOTHRFOTWO;x
2796;203;130;130;FOTHRFOTHR;x
2797;235;130;133;FOTHRFOFO;x
2798;12;130;136;FOTHRFOFIV;x
2799;44;130;139;FOTHRFOSIX;x
2800;76;130;142;FOTHRFOSEV;x
2801;108;130;145;FOTHRFOEIG;x
2802;140;130;148;FOTHRFONIN;x
2803;172;130;151;FOTHRFIVZER;x
2804;204;130;154;FOTHRFIVONE;x
2805;236;130;157;FOTHRFIVTWO;x
2806;13;130;160;FOTHRFIVTHR;x
2807;45;130;163;FOTHRFIVFO;x
2808;77;130;166;FOTHRFIVFIV;x
2809;109;130;169;FOTHRFIVSIX;x
2810;141;130;172;FOTHRFIVSEV;x
2811;173;130;175;FOTHRFIVEIG;x
2812;205;130;178;FOTHRFIVNIN;x
2813;237;130;181;FOTHRSIXZER;x
2814;14;130;184;FOTHRSIXONE;x
2815;46;130;187;FOTHRSIXTWO;x
2816;78;130;190;FOTHRSIXTHR;x
2817;134;133;1;FOFOZERZER;x
2818;166;133;4;FOFOZERONE;x
2819;198;133;7;FOFOZERTWO;x
2820;230;133;10;FOFOZERTHR;x
2821;7;133;13;FOFOZERFO;x
2822;39;133;16;FOFOZERFIV;x
2823;71;133;19;FOFOZERSIX;x
2824;103;133;22;FOFOZERSEV;x
2825;135;133;25;FOFOZEREIG;x
2826;167;133;28;FOFOZERNIN;x
2827;199;133;31;FOFOONEZER;x
2828;231;133;34;FOFOONEONE;x
2829;8;133;37;FOFOONETWO;x
2830;40;133;40;FOFOONETHR;x
2831;72;133;43;FOFOONEFO;x
2832;104;133;46;FOFOONEFIV;x
2833;136;133;49;FOFOONESIX;x
2834;168;133;52;FOFOONESEV;x
2835;200;133;55;FOFOONEEIG;x
2836;232;133;58;FOFOONENIN;x
2837;9;133;61;FOFOTWOZER;x
2838;41;133;64;FOFOTWOONE;x
2839;73;133;67;FOFOTWOTWO;x
2840;105;133;70;FOFOTWOTHR;x
2841;137;133;73;FOFOTWOFO;x
2842;169;133;76;FOFOTWOFIV;x
2843;201;133;79;FOFOTWOSIX;x
2844;233;133;82;FOFOTWOSEV;x
2845;10;133;85;FOFOTWOEIG;x
2846;42;133;88;FOFOTWONIN;x
2847;74;133;91;FOFOTHRZER;x
2848;106;133;94;FOFOTHRONE;x
2849;138;133;97;FOFOTHRTWO;x
2850;170;133;100;FOFOTHRTHR;x
2851;202;133;103;FOFOTHRFO;x
2852;234;133;106;FOFOTHRFIV;x
2853;11;133;109;FOFOTHRSIX;x
2854;43;133;112;FOFOTHRSEV;x
2855;75;133;115;FOFOTHREIG;x
2856;107;133;118;FOFOTHRNIN;x
2857;139;133;121;FOFOFOZER;x
2858;171;133;124;FOFOFOONE;x
2859;203;133;127;FOFOFOTWO;x
2860;235;133;130;FOFOFOTHR;x
2861;12;133;133;FOFOFOFO;x
2862;44;133;136;FOFOFOFIV;x
2863;76;133;139;FOFOFOSIX;x
2864;108;133;142;FOFOFOSEV;x
2865;140;133;145;FOFOFOEIG;x
2866;172;133;148;FOFOFONIN;x
2867;204;133;151;FOFOFIVZER;x
2868;236;133;154;FOFOFIVONE;x
2869;13;133;157;FOFOFIVTWO;x
2870;45;133;160;FOFOFIVTHR;x
2871;77;133;163;FOFOFIVFO;x
2872;109;133;166;FOFOFIVFIV;x
2873;141;133;169;FOFOFIVSIX;x
2874;173;133;172;FOFOFIVSEV;x
2875;205;133;175;FOFOFIVEIG;x
2876;237;133;178;FOFOFIVNIN;x
2877;14;133;181;FOFOSIXZER;x
2878;46;133;184;FOFOSIXONE;x
2879;78;133;187;FOFOSIXTWO;x
2880;110;133;190;FOFOSIXTHR;x
2881;166;136;1;FOFIVZERZER;x
2882;198;136;4;FOFIVZERONE;x
2883;230;136;7;FOFIVZERTWO;x
2884;7;136;10;FOFIVZERTHR;x
2885;39;136;13;FOFIVZERFO;x
2886;71;136;16;FOFIVZERFIV;x
2887;103;136;19;FOFIVZERSIX;x
2888;135;136;22;FOFIVZERSEV;x
2889;167;136;25;FOFIVZEREIG;x
2890;199;136;28;FOFIVZERNIN;x
2891;231;136;31;FOFIVONEZER;x
2892;8;136;34;FOFIVONEONE;x
2893;40;136;37;FOFIVONETWO;x
2894;72;136;40;FOFIVONETHR;x
2895;104;136;43;FOFIVONEFO;x
2896;136;136;46;FOFIVONEFIV;x
2897;168;136;49;FOFIVONESIX;x
2898;200;136;52;FOFIVONESEV;x
2899;232;136;55;FOFIVONEEIG;x
2900;9;136;58;FOFIVONENIN;x
2901;41;136;61;FOFIVTWOZER;x
2902;73;136;64;FOFIVTWOONE;x
2903;105;136;67;FOFIVTWOTWO;x
2904;137;136;70;FOFIVTWOTHR;x
2905;169;136;73;FOFIVTWOFO;x
2906;201;136;76;FOFIVTWOFIV;x
2907;233;136;79;FOFIVTWOSIX;x
2908;10;136;82;FOFIVTWOSEV;x
2909;42;136;85;FOFIVTWOEIG;x
2910;74;136;88;FOFIVTWONIN;x
2911;106;136;91;FOFIVTHRZER;x
2912;138;136;94;FOFIVTHRONE;x
2913;170;136;97;FOFIVTHRTWO;x
2914;202;136;100;FOFIVTHRTHR;x
2915;234;136;103;FOFIVTHRFO;x
2916;11;136;106;FOFIVTHRFIV;x
2917;43;136;109;FOFIVTHRSIX;x
2918;75;136;112;FOFIVTHRSEV;x
2919;107;136;115;FOFIVTHREIG;x
2920;139;136;118;FOFIVTHRNIN;x
2921;171;136;121;FOFIVFOZER;x
2922;203;136;124;FOFIVFOONE;x
2923;235;136;127;FOFIVFOTWO;x
2924;12;136;130;FOFIVFOTHR;x
2925;44;136;133;FOFIVFOFO;x
2926;76;136;136;FOFIVFOFIV;x
2927;108;136;139;FOFIVFOSIX;x
2928;140;136;142;FOFIVFOSEV;x
2929;172;136;145;FOFIVFOEIG;x
2930;204;136;148;FOFIVFONIN;x
2931;236;136;151;FOFIVFIVZER;x
2932;13;136;154;FOFIVFIVONE;x
2933;45;136;157;FOFIVFIVTWO;x
2934;77;136;160;FOFIVFIVTHR;x
2935;109;136;163;FOFIVFIVFO;x
2936;141;136;166;FOFIVFIVFIV;x
2937;173;136;169;FOFIVFIVSIX;x
2938;205;136;172;FOFIVFIVSEV;x
2939;237;136;175;FOFIVFIVEIG;x
2940;14;136;178;FOFIVFIVNIN;x
2941;46;136;181;FOFIVSIXZER;x
2942;78;136;184;FOFIVSIXONE;x
2943;110;136;187;FOFIVSIXTWO;x
2944;142;136;190;FOFIVSIXTHR;x
2945;198;139;1;FOSIXZERZER;x
2946;230;139;4;FOSIXZERONE;x
2947;7;139;7;FOSIXZERTWO;x
2948;39;139;10;FOSIXZERTHR;x
2949;71;139;13;FOSIXZERFO;x
2950;103;139;16;FOSIXZERFIV;x
2951;135;139;19;FOSIXZERSIX;x
2952;167;139;22;FOSIXZERSEV;x
2953;199;139;25;FOSIXZEREIG;x
2954;231;139;28;FOSIXZERNIN;x
2955;8;139;31;FOSIXONEZER;x
2956;40;139;34;FOSIXONEONE;x
2957;72;139;37;FOSIXONETWO;x
2958;104;139;40;FOSIXONETHR;x
2959;136;139;43;FOSIXONEFO;x
2960;168;139;46;FOSIXONEFIV;x
2961;200;139;49;FOSIXONESIX;x
2962;232;139;52;FOSIXONESEV;x
2963;9;139;55;FOSIXONEEIG;x
2964;41;139;58;FOSIXONENIN;x
2965;73;139;61;FOSIXTWOZER;x
2966;105;139;64;FOSIXTWOONE;x
2967;137;139;67;FOSIXTWOTWO;x
2968;169;139;70;FOSIXTWOTHR;x
2969;201;139;73;FOSIXTWOFO;x
2970;233;139;76;FOSIXTWOFIV;x
2971;10;139;79;FOSIXTWOSIX;x
2972;42;139;82;FOSIXTWOSEV;x
2973;74;139;85;FOSIXTWOEIG;x
2974;106;139;88;FOSIXTWONIN;x
2975;138;139;91;FOSIXTHRZER;x
2976;170;139;94;FOSIXTHRONE;x
2977;202;139;97;FOSIXTHRTWO;x
2978;234;139;100;FOSIXTHRTHR;x
2979;11;139;103;FOSIXTHRFO;x
2980;43;139;106;FOSIXTHRFIV;x
2981;75;139;109;FOSIXTHRSIX;x
2982;107;139;112;FOSIXTHRSEV;x
2983;139;139;115;FOSIXTHREIG;x
2984;171;139;118;FOSIXTHRNIN;x
2985;203;139;121;FOSIXFOZER;x
2986;235;139;124;FOSIXFOONE;x
2987;12;139;127;FOSIXFOTWO;x
2988;44;139;130;FOSIXFOTHR;x
2989;76;139;133;FOSIXFOFO;x
2990;108;139;136;FOSIXFOFIV;x
2991;140;139;139;FOSIXFOSIX;x
2992;172;139;142;FOSIXFOSEV;x
2993;204;139;145;FOSIXFOEIG;x
2994;236;139;148;FOSIXFONIN;x
2995;13;139;151;FOSIXFIVZER;x
2996;45;139;154;FOSIXFIVONE;x
2997;77;139;157;FOSIXFIVTWO;x
2998;109;139;160;FOSIXFIVTHR;x
2999;141;139;163;FOSIXFIVFO;x
3000;173;139;166;FOSIXFIVFIV;x
3001;205;139;169;FOSIXFIVSIX;x
3002;237;139;172;FOSIXFIVSEV;x
3003;14;139;175;FOSIXFIVEIG;x
3004;46;139;178;FOSIXFIVNIN;x
3005;78;139;181;FOSIXSIXZER;x
3006;110;139;184;FOSIXSIXONE;x
3007;142;139;187;FOSIXSIXTWO;x
3008;174;139;190;FOSIXSIXTHR;x
3009;230;142;1;FOSEVZERZER;x
3010;7;142;4;FOSEVZERONE;x
3011;39;142;7;FOSEVZERTWO;x
3012;71;142;10;FOSEVZERTHR;x
3013;103;142;13;FOSEVZERFO;x
3014;135;142;16;FOSEVZERFIV;x
3015;167;142;19;FOSEVZERSIX;x
3016;199;142;22;FOSEVZERSEV;x
3017;231;142;25;FOSEVZEREIG;x
3018;8;142;28;FOSEVZERNIN;x
3019;40;142;31;FOSEVONEZER;x
3020;72;142;34;FOSEVONEONE;x
3021;104;142;37;FOSEVONETWO;x
3022;136;142;40;FOSEVONETHR;x
3023;168;142;43;FOSEVONEFO;x
3024;200;142;46;FOSEVONEFIV;x
3025;232;142;49;FOSEVONESIX;x
3026;9;142;52;FOSEVONESEV;x
3027;41;142;55;FOSEVONEEIG;x
3028;73;142;58;FOSEVONENIN;x
3029;105;142;61;FOSEVTWOZER;x
3030;137;142;64;FOSEVTWOONE;x
3031;169;142;67;FOSEVTWOTWO;x
3032;201;142;70;FOSEVTWOTHR;x
3033;233;142;73;FOSEVTWOFO;x
3034;10;142;76;FOSEVTWOFIV;x
3035;42;142;79;FOSEVTWOSIX;x
3036;74;142;82;FOSEVTWOSEV;x
3037;106;142;85;FOSEVTWOEIG;x
3038;138;142;88;FOSEVTWONIN;x
3039;170;142;91;FOSEVTHRZER;x
3040;202;142;94;FOSEVTHRONE;x
3041;234;142;97;FOSEVTHRTWO;x
3042;11;142;100;FOSEVTHRTHR;x
3043;43;142;103;FOSEVTHRFO;x
3044;75;142;106;FOSEVTHRFIV;x
3045;107;142;109;FOSEVTHRSIX;x
3046;139;142;112;FOSEVTHRSEV;x
3047;171;142;115;FOSEVTHREIG;x
3048;203;142;118;FOSEVTHRNIN;x
3049;235;142;121;FOSEVFOZER;x
3050;12;142;124;FOSEVFOONE;x
3051;44;142;127;FOSEVFOTWO;x
3052;76;142;130;FOSEVFOTHR;x
3053;108;142;133;FOSEVFOFO;x
3054;140;142;136;FOSEVFOFIV;x
3055;172;142;139;FOSEVFOSIX;x
3056;204;142;142;FOSEVFOSEV;x
3057;236;142;145;FOSEVFOEIG;x
3058;13;142;148;FOSEVFONIN;x
3059;45;142;151;FOSEVFIVZER;x
3060;77;142;154;FOSEVFIVONE;x
3061;109;142;157;FOSEVFIVTWO;x
3062;141;142;160;FOSEVFIVTHR;x
3063;173;142;163;FOSEVFIVFO;x
3064;205;142;166;FOSEVFIVFIV;x
3065;237;142;169;FOSEVFIVSIX;x
3066;14;142;172;FOSEVFIVSEV;x
3067;46;142;175;FOSEVFIVEIG;x
3068;78;142;178;FOSEVFIVNIN;x
3069;110;142;181;FOSEVSIXZER;x
3070;142;142;184;FOSEVSIXONE;x
3071;174;142;187;FOSEVSIXTWO;x
3072;206;142;190;FOSEVSIXTHR;x
3073;7;145;1;FOEIGZERZER;x
3074;39;145;4;FOEIGZERONE;x
3075;71;145;7;FOEIGZERTWO;x
3076;103;145;10;FOEIGZERTHR;x
3077;135;145;13;FOEIGZERFO;x
3078;167;145;16;FOEIGZERFIV;x
3079;199;145;19;FOEIGZERSIX;x
3080;231;145;22;FOEIGZERSEV;x
3081;8;145;25;FOEIGZEREIG;x
3082;40;145;28;FOEIGZERNIN;x
3083;72;145;31;FOEIGONEZER;x
3084;104;145;34;FOEIGONEONE;x
3085;136;145;37;FOEIGONETWO;x
3086;168;145;40;FOEIGONETHR;x
3087;200;145;43;FOEIGONEFO;x
3088;232;145;46;FOEIGONEFIV;x
3089;9;145;49;FOEIGONESIX;x
3090;41;145;52;FOEIGONESEV;x
3091;73;145;55;FOEIGONEEIG;x
3092;105;145;58;FOEIGONENIN;x
3093;137;145;61;FOEIGTWOZER;x
3094;169;145;64;FOEIGTWOONE;x
3095;201;145;67;FOEIGTWOTWO;x
3096;233;145;70;FOEIGTWOTHR;x
3097;10;145;73;FOEIGTWOFO;x
3098;42;145;76;FOEIGTWOFIV;x
3099;74;145;79;FOEIGTWOSIX;x
3100;106;145;82;FOEIGTWOSEV;x
3101;138;145;85;FOEIGTWOEIG;x
3102;170;145;88;FOEIGTWONIN;x
3103;202;145;91;FOEIGTHRZER;x
3104;234;145;94;FOEIGTHRONE;x
3105;11;145;97;FOEIGTHRTWO;x
3106;43;145;100;FOEIGTHRTHR;x
3107;75;145;103;FOEIGTHRFO;x
3108;107;145;106;FOEIGTHRFIV;x
3109;139;145;109;FOEIGTHRSIX;x
3110;171;145;112;FOEIGTHRSEV;x
3111;203;145;115;FOEIGTHREIG;x
3112;235;145;118;FOEIGTHRNIN;x
3113;12;145;121;FOEIGFOZER;x
3114;44;145;124;FOEIGFOONE;x
3115;76;145;127;FOEIGFOTWO;x
3116;108;145;130;FOEIGFOTHR;x
3117;140;145;133;FOEIGFOFO;x
3118;172;145;136;FOEIGFOFIV;x
3119;204;145;139;FOEIGFOSIX;x
3120;236;145;142;FOEIGFOSEV;x
3121;13;145;145;FOEIGFOEIG;x
3122;45;145;148;FOEIGFONIN;x
3123;77;145;151;FOEIGFIVZER;x
3124;109;145;154;FOEIGFIVONE;x
3125;141;145;157;FOEIGFIVTWO;x
3126;173;145;160;FOEIGFIVTHR;x
3127;205;145;163;FOEIGFIVFO;x
3128;237;145;166;FOEIGFIVFIV;x
3129;14;145;169;FOEIGFIVSIX;x
3130;46;145;172;FOEIGFIVSEV;x
3131;78;145;175;FOEIGFIVEIG;x
3132;110;145;178;FOEIGFIVNIN;x
3133;142;145;181;FOEIGSIXZER;x
3134;174;145;184;FOEIGSIXONE;x
3135;206;145;187;FOEIGSIXTWO;x
3136;238;145;190;FOEIGSIXTHR;x
3137;39;148;1;FONINZERZER;x
3138;71;148;4;FONINZERONE;x
3139;103;148;7;FONINZERTWO;x
3140;135;148;10;FONINZERTHR;x
3141;167;148;13;FONINZERFO;x
3142;199;148;16;FONINZERFIV;x
3143;231;148;19;FONINZERSIX;x
3144;8;148;22;FONINZERSEV;x
3145;40;148;25;FONINZEREIG;x
3146;72;148;28;FONINZERNIN;x
3147;104;148;31;FONINONEZER;x
3148;136;148;34;FONINONEONE;x
3149;168;148;37;FONINONETWO;x
3150;200;148;40;FONINONETHR;x
3151;232;148;43;FONINONEFO;x
3152;9;148;46;FONINONEFIV;x
3153;41;148;49;FONINONESIX;x
3154;73;148;52;FONINONESEV;x
3155;105;148;55;FONINONEEIG;x
3156;137;148;58;FONINONENIN;x
3157;169;148;61;FONINTWOZER;x
3158;201;148;64;FONINTWOONE;x
3159;233;148;67;FONINTWOTWO;x
3160;10;148;70;FONINTWOTHR;x
3161;42;148;73;FONINTWOFO;x
3162;74;148;76;FONINTWOFIV;x
3163;106;148;79;FONINTWOSIX;x
3164;138;148;82;FONINTWOSEV;x
3165;170;148;85;FONINTWOEIG;x
3166;202;148;88;FONINTWONIN;x
3167;234;148;91;FONINTHRZER;x
3168;11;148;94;FONINTHRONE;x
3169;43;148;97;FONINTHRTWO;x
3170;75;148;100;FONINTHRTHR;x
3171;107;148;103;FONINTHRFO;x
3172;139;148;106;FONINTHRFIV;x
3173;171;148;109;FONINTHRSIX;x
3174;203;148;112;FONINTHRSEV;x
3175;235;148;115;FONINTHREIG;x
3176;12;148;118;FONINTHRNIN;x
3177;44;148;121;FONINFOZER;x
3178;76;148;124;FONINFOONE;x
3179;108;148;127;FONINFOTWO;x
3180;140;148;130;FONINFOTHR;x
3181;172;148;133;FONINFOFO;x
3182;204;148;136;FONINFOFIV;x
3183;236;148;139;FONINFOSIX;x
3184;13;148;142;FONINFOSEV;x
3185;45;148;145;FONINFOEIG;x
3186;77;148;148;FONINFONIN;x
3187;109;148;151;FONINFIVZER;x
3188;141;148;154;FONINFIVONE;x
3189;173;148;157;FONINFIVTWO;x
3190;205;148;160;FONINFIVTHR;x
3191;237;148;163;FONINFIVFO;x
3192;14;148;166;FONINFIVFIV;x
3193;46;148;169;FONINFIVSIX;x
3194;78;148;172;FONINFIVSEV;x
3195;110;148;175;FONINFIVEIG;x
3196;142;148;178;FONINFIVNIN;x
3197;174;148;181;FONINSIXZER;x
3198;206;148;184;FONINSIXONE;x
3199;238;148;187;FONINSIXTWO;x
3200;15;148;190;FONINSIXTHR;x
3201;71;151;1;FIVZERZERZER;x
3202;103;151;4;FIVZERZERONE;x
3203;135;151;7;FIVZERZERTWO;x
3204;167;151;10;FIVZERZERTHR;x
3205;199;151;13;FIVZERZERFO;x
3206;231;151;16;FIVZERZERFIV;x
3207;8;151;19;FIVZERZERSIX;x
